Order26	POAexemptCode	Description
82175	T63.633S	"Toxic effect of contact with sea anemone, assault, sequela"
82178	T63.634D	"Toxic effect of contact with sea anemone, undetermined, subsequent encounter"
82179	T63.634S	"Toxic effect of contact with sea anemone, undetermined, sequela"
82183	T63.691D	"Toxic effect of contact with other venomous marine animals, accidental (unintentional), subsequent encounter"
82184	T63.691S	"Toxic effect of contact with other venomous marine animals, accidental (unintentional), sequela"
82187	T63.692D	"Toxic effect of contact with other venomous marine animals, intentional self-harm, subsequent encounter"
82188	T63.692S	"Toxic effect of contact with other venomous marine animals, intentional self-harm, sequela"
82191	T63.693D	"Toxic effect of contact with other venomous marine animals, assault, subsequent encounter"
82192	T63.693S	"Toxic effect of contact with other venomous marine animals, assault, sequela"
82195	T63.694D	"Toxic effect of contact with other venomous marine animals, undetermined, subsequent encounter"
82196	T63.694S	"Toxic effect of contact with other venomous marine animals, undetermined, sequela"
82201	T63.711D	"Toxic effect of contact with venomous marine plant, accidental (unintentional), subsequent encounter"
82202	T63.711S	"Toxic effect of contact with venomous marine plant, accidental (unintentional), sequela"
82205	T63.712D	"Toxic effect of contact with venomous marine plant, intentional self-harm, subsequent encounter"
82206	T63.712S	"Toxic effect of contact with venomous marine plant, intentional self-harm, sequela"
82209	T63.713D	"Toxic effect of contact with venomous marine plant, assault, subsequent encounter"
82210	T63.713S	"Toxic effect of contact with venomous marine plant, assault, sequela"
82213	T63.714D	"Toxic effect of contact with venomous marine plant, undetermined, subsequent encounter"
82214	T63.714S	"Toxic effect of contact with venomous marine plant, undetermined, sequela"
82218	T63.791D	"Toxic effect of contact with other venomous plant, accidental (unintentional), subsequent encounter"
82219	T63.791S	"Toxic effect of contact with other venomous plant, accidental (unintentional), sequela"
82222	T63.792D	"Toxic effect of contact with other venomous plant, intentional self-harm, subsequent encounter"
82223	T63.792S	"Toxic effect of contact with other venomous plant, intentional self-harm, sequela"
82226	T63.793D	"Toxic effect of contact with other venomous plant, assault, subsequent encounter"
82227	T63.793S	"Toxic effect of contact with other venomous plant, assault, sequela"
82230	T63.794D	"Toxic effect of contact with other venomous plant, undetermined, subsequent encounter"
82231	T63.794S	"Toxic effect of contact with other venomous plant, undetermined, sequela"
82236	T63.811D	"Toxic effect of contact with venomous frog, accidental (unintentional), subsequent encounter"
82237	T63.811S	"Toxic effect of contact with venomous frog, accidental (unintentional), sequela"
82240	T63.812D	"Toxic effect of contact with venomous frog, intentional self-harm, subsequent encounter"
82241	T63.812S	"Toxic effect of contact with venomous frog, intentional self-harm, sequela"
82244	T63.813D	"Toxic effect of contact with venomous frog, assault, subsequent encounter"
82245	T63.813S	"Toxic effect of contact with venomous frog, assault, sequela"
82248	T63.814D	"Toxic effect of contact with venomous frog, undetermined, subsequent encounter"
82249	T63.814S	"Toxic effect of contact with venomous frog, undetermined, sequela"
82253	T63.821D	"Toxic effect of contact with venomous toad, accidental (unintentional), subsequent encounter"
82254	T63.821S	"Toxic effect of contact with venomous toad, accidental (unintentional), sequela"
82257	T63.822D	"Toxic effect of contact with venomous toad, intentional self-harm, subsequent encounter"
82258	T63.822S	"Toxic effect of contact with venomous toad, intentional self-harm, sequela"
82261	T63.823D	"Toxic effect of contact with venomous toad, assault, subsequent encounter"
82262	T63.823S	"Toxic effect of contact with venomous toad, assault, sequela"
82265	T63.824D	"Toxic effect of contact with venomous toad, undetermined, subsequent encounter"
82266	T63.824S	"Toxic effect of contact with venomous toad, undetermined, sequela"
82270	T63.831D	"Toxic effect of contact with other venomous amphibian, accidental (unintentional), subsequent encounter"
82271	T63.831S	"Toxic effect of contact with other venomous amphibian, accidental (unintentional), sequela"
82274	T63.832D	"Toxic effect of contact with other venomous amphibian, intentional self-harm, subsequent encounter"
82275	T63.832S	"Toxic effect of contact with other venomous amphibian, intentional self-harm, sequela"
82278	T63.833D	"Toxic effect of contact with other venomous amphibian, assault, subsequent encounter"
82279	T63.833S	"Toxic effect of contact with other venomous amphibian, assault, sequela"
82282	T63.834D	"Toxic effect of contact with other venomous amphibian, undetermined, subsequent encounter"
82283	T63.834S	"Toxic effect of contact with other venomous amphibian, undetermined, sequela"
82287	T63.891D	"Toxic effect of contact with other venomous animals, accidental (unintentional), subsequent encounter"
82288	T63.891S	"Toxic effect of contact with other venomous animals, accidental (unintentional), sequela"
82291	T63.892D	"Toxic effect of contact with other venomous animals, intentional self-harm, subsequent encounter"
82292	T63.892S	"Toxic effect of contact with other venomous animals, intentional self-harm, sequela"
82295	T63.893D	"Toxic effect of contact with other venomous animals, assault, subsequent encounter"
82296	T63.893S	"Toxic effect of contact with other venomous animals, assault, sequela"
82299	T63.894D	"Toxic effect of contact with other venomous animals, undetermined, subsequent encounter"
82300	T63.894S	"Toxic effect of contact with other venomous animals, undetermined, sequela"
82304	T63.91XD	"Toxic effect of contact with unspecified venomous animal, accidental (unintentional), subsequent encounter"
82305	T63.91XS	"Toxic effect of contact with unspecified venomous animal, accidental (unintentional), sequela"
82308	T63.92XD	"Toxic effect of contact with unspecified venomous animal, intentional self-harm, subsequent encounter"
82309	T63.92XS	"Toxic effect of contact with unspecified venomous animal, intentional self-harm, sequela"
82312	T63.93XD	"Toxic effect of contact with unspecified venomous animal, assault, subsequent encounter"
82313	T63.93XS	"Toxic effect of contact with unspecified venomous animal, assault, sequela"
82316	T63.94XD	"Toxic effect of contact with unspecified venomous animal, undetermined, subsequent encounter"
82317	T63.94XS	"Toxic effect of contact with unspecified venomous animal, undetermined, sequela"
82322	T64.01XD	"Toxic effect of aflatoxin, accidental (unintentional), subsequent encounter"
82323	T64.01XS	"Toxic effect of aflatoxin, accidental (unintentional), sequela"
82326	T64.02XD	"Toxic effect of aflatoxin, intentional self-harm, subsequent encounter"
82327	T64.02XS	"Toxic effect of aflatoxin, intentional self-harm, sequela"
82330	T64.03XD	"Toxic effect of aflatoxin, assault, subsequent encounter"
82331	T64.03XS	"Toxic effect of aflatoxin, assault, sequela"
82334	T64.04XD	"Toxic effect of aflatoxin, undetermined, subsequent encounter"
82335	T64.04XS	"Toxic effect of aflatoxin, undetermined, sequela"
82339	T64.81XD	"Toxic effect of other mycotoxin food contaminants, accidental (unintentional), subsequent encounter"
82340	T64.81XS	"Toxic effect of other mycotoxin food contaminants, accidental (unintentional), sequela"
82343	T64.82XD	"Toxic effect of other mycotoxin food contaminants, intentional self-harm, subsequent encounter"
82344	T64.82XS	"Toxic effect of other mycotoxin food contaminants, intentional self-harm, sequela"
82347	T64.83XD	"Toxic effect of other mycotoxin food contaminants, assault, subsequent encounter"
82348	T64.83XS	"Toxic effect of other mycotoxin food contaminants, assault, sequela"
82351	T64.84XD	"Toxic effect of other mycotoxin food contaminants, undetermined, subsequent encounter"
82352	T64.84XS	"Toxic effect of other mycotoxin food contaminants, undetermined, sequela"
82358	T65.0X1D	"Toxic effect of cyanides, accidental (unintentional), subsequent encounter"
82359	T65.0X1S	"Toxic effect of cyanides, accidental (unintentional), sequela"
82362	T65.0X2D	"Toxic effect of cyanides, intentional self-harm, subsequent encounter"
82363	T65.0X2S	"Toxic effect of cyanides, intentional self-harm, sequela"
82366	T65.0X3D	"Toxic effect of cyanides, assault, subsequent encounter"
82367	T65.0X3S	"Toxic effect of cyanides, assault, sequela"
82370	T65.0X4D	"Toxic effect of cyanides, undetermined, subsequent encounter"
82371	T65.0X4S	"Toxic effect of cyanides, undetermined, sequela"
82376	T65.1X1D	"Toxic effect of strychnine and its salts, accidental (unintentional), subsequent encounter"
82377	T65.1X1S	"Toxic effect of strychnine and its salts, accidental (unintentional), sequela"
82380	T65.1X2D	"Toxic effect of strychnine and its salts, intentional self-harm, subsequent encounter"
82381	T65.1X2S	"Toxic effect of strychnine and its salts, intentional self-harm, sequela"
82384	T65.1X3D	"Toxic effect of strychnine and its salts, assault, subsequent encounter"
82385	T65.1X3S	"Toxic effect of strychnine and its salts, assault, sequela"
82388	T65.1X4D	"Toxic effect of strychnine and its salts, undetermined, subsequent encounter"
82389	T65.1X4S	"Toxic effect of strychnine and its salts, undetermined, sequela"
82394	T65.211D	"Toxic effect of chewing tobacco, accidental (unintentional), subsequent encounter"
82395	T65.211S	"Toxic effect of chewing tobacco, accidental (unintentional), sequela"
82398	T65.212D	"Toxic effect of chewing tobacco, intentional self-harm, subsequent encounter"
82399	T65.212S	"Toxic effect of chewing tobacco, intentional self-harm, sequela"
82402	T65.213D	"Toxic effect of chewing tobacco, assault, subsequent encounter"
82403	T65.213S	"Toxic effect of chewing tobacco, assault, sequela"
82406	T65.214D	"Toxic effect of chewing tobacco, undetermined, subsequent encounter"
82407	T65.214S	"Toxic effect of chewing tobacco, undetermined, sequela"
82411	T65.221D	"Toxic effect of tobacco cigarettes, accidental (unintentional), subsequent encounter"
82412	T65.221S	"Toxic effect of tobacco cigarettes, accidental (unintentional), sequela"
82415	T65.222D	"Toxic effect of tobacco cigarettes, intentional self-harm, subsequent encounter"
82416	T65.222S	"Toxic effect of tobacco cigarettes, intentional self-harm, sequela"
82419	T65.223D	"Toxic effect of tobacco cigarettes, assault, subsequent encounter"
82420	T65.223S	"Toxic effect of tobacco cigarettes, assault, sequela"
82423	T65.224D	"Toxic effect of tobacco cigarettes, undetermined, subsequent encounter"
82424	T65.224S	"Toxic effect of tobacco cigarettes, undetermined, sequela"
82428	T65.291D	"Toxic effect of other tobacco and nicotine, accidental (unintentional), subsequent encounter"
82429	T65.291S	"Toxic effect of other tobacco and nicotine, accidental (unintentional), sequela"
82432	T65.292D	"Toxic effect of other tobacco and nicotine, intentional self-harm, subsequent encounter"
82433	T65.292S	"Toxic effect of other tobacco and nicotine, intentional self-harm, sequela"
82436	T65.293D	"Toxic effect of other tobacco and nicotine, assault, subsequent encounter"
82437	T65.293S	"Toxic effect of other tobacco and nicotine, assault, sequela"
82440	T65.294D	"Toxic effect of other tobacco and nicotine, undetermined, subsequent encounter"
82441	T65.294S	"Toxic effect of other tobacco and nicotine, undetermined, sequela"
82446	T65.3X1D	"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, accidental (unintentional), subsequent encounter"
82447	T65.3X1S	"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, accidental (unintentional), sequela"
82450	T65.3X2D	"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, intentional self-harm, subsequent encounter"
82451	T65.3X2S	"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, intentional self-harm, sequela"
82454	T65.3X3D	"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, assault, subsequent encounter"
82455	T65.3X3S	"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, assault, sequela"
82458	T65.3X4D	"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, undetermined, subsequent encounter"
82459	T65.3X4S	"Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, undetermined, sequela"
82464	T65.4X1D	"Toxic effect of carbon disulfide, accidental (unintentional), subsequent encounter"
82465	T65.4X1S	"Toxic effect of carbon disulfide, accidental (unintentional), sequela"
82468	T65.4X2D	"Toxic effect of carbon disulfide, intentional self-harm, subsequent encounter"
